latitude,longitude,altitude,geometry,coordinates,@id,access,addr:street,amenity,bicycle,bus,capacity,charge,fee,hgv,motor_vehicle,opening_hours,operator,parking:fee,payment:nfc,socket:type2_combo,socket:type2_combo:output,addr:city,addr:housenumber,addr:postcode,payment:contactless,ref,website,name,operator:wikidata,payment:cards,atmotorway,socket:chademo,socket:chademo:output,brand,brand:wikidata,motorcar,panoramax,socket:type2,source,source:date,source:url,scooter,authentication:app,authentication:membership_card,ref:EU:EVSE,ref:ocm,addr:country,socket:type2:output,amperage,fixme,rwetempcharging_station:plug,source:delivery_date,voltage,authentication:nfc,capacity:charging,covered,level,truck,wheelchair,authentication:none,brand:website,fuel:electricity,internet_access,internet_access:fee,lit,maxheight,phone,payment:app,payment:membership_card,description,payment:credit_cards,maxstay,authentication:phone_call,url,operator:wikipedia,check_date,network,payment:cash,payment:qr_code,atmotorroad,self_service,note,output,socket:chademo:voltage,socket:type2_cable,socket:type2_cable:output,payment:debit_cards,source:website,charging_station:output,image,socket:ccs,socket:ccs:output,name:en,phone:NL,panoramax:0,panoramax:1,panoramax:2,branch,manufacturer,no:network,socket:type2_combo:voltage,short_name,socket:type2_combo:current,description:en,start_date,socket:type2:current,power,authentication:contactless,motorcycle,man_made,brand:wikipedia
51.9493771,4.4608774,,Point,,node/9381976325,yes,,charging_station,,,4,,yes,,,,PitPoint,,,2,40 kW,,,,,,,PitPoint Charging Station,Q109923423,,,2,40 kW,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.pitpointcleanfuels.com/,,,,,,,,,,,,,,,,,,,,,,,
51.32672,5.9703894,,Point,,node/9385711151,,,charging_station,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,2,,,,,,,,,,11 kW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.011938,4.3154754,,Point,,node/9444141228,,,charging_station,,,10,,yes,,,24/7,Fastned,,,10,300 kW,,,,,50639,,Fastned Hogenhoorn,Q19935749,,,2,50 kW,Fastned,Q19935749,yes,,,https://fastnedcharging.com/nl/locaties,2022-06-07,,,yes,yes,,,,,,,,,,,,,,,,,https://fastnedcharging.com/nl/,,,,,,,,,,,,,,nl:Fastned,,,,,,,,,,,,,,300 kW,,,,,,,,,,,,,,,,,,,,,,
52.1844653,5.6708827,,Point,,node/9547827017,,Rijksweg A1,charging_station,,,,,yes,,,24/7,Fastned,,,4,300 kW,Stroe,,3776PP,,50330,,Fastned Tolnegen,Q19935749,,yes,2,50 kW,Fastned,Q19935749,yes,,,https://fastnedcharging.com/nl/locaties,2022-06-07,,,yes,yes,,,,,,,,,,,,,,,,,https://fastnedcharging.com/nl/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.2104087,6.0182728,,Point,,node/9666838074,,,charging_station,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,11 kW,,,,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.3457638,5.1779989,,Point,,node/9713834034,yes,,charging_station,,yes,4,0.59 EUR / kWh,yes,yes,yes,24/7,LEAP24,,,,160kW,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.dropbox.com/home/Kayan%20Lam/Perskit%20Leap24/Foto's/Almere%20Transistorstraat%2054?preview=DSC_7349.JPG,,,,,,,,,,,,,,,,,,,,,
51.9874449,4.354621,,Point,,node/9738974738,yes,Kruithuisweg,charging_station,,,2,,yes,,,,Circle K,,,,,Delft,10,2623BZ,,NN001655-10,https://www.circlek.nl/,Circle K,Q3268010,,,1,175kW,Circle K,Q3268010,yes,,,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,175kW,,,,,,,,,,,,,,,,,,,
52.9620584,4.776472,,Point,,node/9740819652,,,charging_station,,,2,,,,,,,,,2,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,16,,,,230,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.9620344,4.7765338,,Point,,node/9740819653,,,charging_station,,,2,,,,,,,,,2,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,16,,,,230,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.9620094,4.7765961,,Point,,node/9740819654,,,charging_station,,,2,,,,,,,,,2,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,16,,,,230,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.7509569,6.189986,,Point,,node/9802650974,,Rijksweg A32,charging_station,,,,,yes,,,24/7,Fastned,,,4,300 kW,Darp,2-pomp,7973KT,,50363,,Fastned Paardeweide,Q19935749,,yes,2,50 kW,Fastned,Q19935749,yes,,,https://fastnedcharging.com/nl/locaties;Fastned (OCPI),2022-06-07,,,yes,yes,,,,,,,,,,,,,,,,,https://fastnedcharging.com/nl/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.143177,5.0003241,,Point,,node/9806471546,,,charging_station,,,,,yes,,,24/7,Fastned,,,2,150 kW,,,,,50476,,Fastned Haarrijn,Q19935749,,yes,1,50 kW,Fastned,Q19935749,yes,,,https://fastnedcharging.com/nl/locaties,2022-06-07,,,yes,yes,,,,,,,,,,,,,,,,,https://fastnedcharging.com/nl/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.0814403,4.9825614,,Point,,node/9809692780,,,charging_station,,,,,yes,,,24/7,Fastned,,,2,150 kW,,,,,50472,,Fastned Hellevliet,Q19935749,,yes,1,50 kW,Fastned,Q19935749,yes,,,https://fastnedcharging.com/nl/locaties,2022-06-07,,,yes,yes,,,,,,,,,,,,,,,,,https://fastnedcharging.com/nl/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.0660003,4.7408861,,Point,,node/9809704518,,Rijksweg A12,charging_station,,,2,,yes,,,24/7,Fastned,,,2,150 kW,Bodegraven,,2411ZZ,,50551,,Fastned Bodegraven,Q19935749,,yes,1,50 kW,Fastned,Q19935749,yes,,,https://fastnedcharging.com/nl/locaties,2022-06-07,,,yes,yes,,,,,,,,,,,,,,,,,https://fastnedcharging.com/nl/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.642002,4.556526,,Point,,node/9809720010,,Rijksweg A17,charging_station,,,,,yes,,,24/7,Fastned,,,4,300 kW,Klundert,1,4791SZ,,50432,,Fastned Keizershof,Q19935749,,yes,2,50 kW,Fastned,Q19935749,yes,,,https://fastnedcharging.com/nl/locaties,2022-06-07,,,yes,yes,,,,,,,,,,,,,,,,,https://fastnedcharging.com/nl/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.1673797,6.3114988,,Point,,node/9812372448,,Rijksweg A7,charging_station,,,,,yes,,,24/7,Fastned,,,4,300 kW,Niebert,,9365TK,,50680,,Fastned Oude Riet,Q19935749,,yes,2,50 kW,Fastned,Q19935749,yes,,,https://fastnedcharging.com/nl/locaties,2022-06-07,,,yes,yes,,,,,,,,,,,,,,,,,https://fastnedcharging.com/nl/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.322139,5.5933848,,Point,,node/9812425330,,,charging_station,,,,,yes,,,24/7,Fastned,,,4,300 kW,,,,,50473,,Fastned 't Haasje,Q19935749,,yes,2,50 kW,Fastned,Q19935749,yes,,,https://fastnedcharging.com/nl/locaties,2022-06-07,,,yes,yes,,,,,,,,,,,,,,,,,https://fastnedcharging.com/nl/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.9217682,5.6038266,,Point,,node/9812504425,,Rijksweg A-15,charging_station,,,6,,yes,,,,,,,6,350 kW,Opheusden,,4043HA,,,,Ionity Overbroek,,,yes,,,Ionity,Q42717773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.6121561,4.8573976,,Point,,node/9812522136,,,charging_station,,,,,yes,,,24/7,Fastned,,,4,300,,,,,50556,,Fastned Kalix Berna,Q19935749,,yes,2,50,Fastned,Q19935749,yes,,,,,,,yes,yes,,,,,,,,,,,,,,,,,https://fastnedcharging.com/nl,,,,,,,,,,,,,https://nl.chargemap.com/gepland-fastned-kalix-berna.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.8555918,4.6278371,,Point,,node/9812550412,,Rijksweg 15,charging_station,,,,,yes,,,24/7,Fastned,,,2,150 kW,Ridderkerk,4,2989AT,,50475,,Fastned Ridderkerk,Q19935749,,yes,1,50 kW,Fastned,Q19935749,yes,,,https://fastnedcharging.com/nl/locaties,2022-06-07,,,yes,yes,,,,,,,,,,,,,,,,,https://fastnedcharging.com/nl/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.9127133,5.1809704,,Point,,node/9812587545,,,charging_station,,,,,yes,,,24/7,Fastned,,,2,150 kW,,,,,50468,,Fastned Lingehorst,Q19935749,,yes,1,50 kW,Fastned,Q19935749,yes,,,https://fastnedcharging.com/nl/locaties,2022-06-07,,,yes,yes,,,,,,,,,,,,,,,,,https://fastnedcharging.com/nl/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.5966333,4.4953379,,Point,,node/9812588047,,,charging_station,,,,,yes,,,24/7,Fastned,,,4,300 kW,,,,,50646,,Fastned 't Hol,Q19935749,,yes,2,50 kW,Fastned,Q19935749,yes,,,https://fastnedcharging.com/nl/locaties,2022-06-07,,,yes,yes,,,,,,,,,,,,,,,,,https://fastnedcharging.com/nl/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.1842317,5.6704205,,Point,,node/9812646324,yes,,charging_station,,,2,,yes,,,24/7,Ionity,,,2,350 kW,,,,,,,Ionity Tolnegen Noord,,,,,,Ionity,Q42717773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ionity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.5006193,4.7030229,,Point,,node/9812657230,,,charging_station,,,,,yes,,,24/7,Fastned,,,2,150 kW,,,,,50470,,Fastned Twaalfmaat,Q19935749,,yes,1,50 kW,Fastned,Q19935749,yes,,,https://fastnedcharging.com/nl/locaties,2022-06-07,,,yes,yes,,,,,,,,,,,,,,,,,https://fastnedcharging.com/nl/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.0611257,5.1785387,,Point,,node/9812665725,,Rijksweg A 12,charging_station,,,,,yes,,,24/7,Fastned,,,2,150 kW,Bunnik,,3981HK,,50511,,Fastned De Forten,Q19935749,,yes,1,50 kW,Fastned,Q19935749,yes,,,https://fastnedcharging.com/nl/locaties,2022-06-07,,,yes,yes,,,,,,,,,,,,,,,,,https://fastnedcharging.com/nl/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.1598771,4.553496,,Point,,node/9818201486,,,charging_station,,,,,yes,,,24/7,Fastned,,,2,150 kW,,,,,50471,,Fastned Aurora,Q19935749,,yes,1,50 kW,Fastned,Q19935749,yes,,,https://fastnedcharging.com/nl/locaties,2022-06-07,,,yes,yes,,,,,,,,,,,,,,,,,https://fastnedcharging.com/nl/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.8716049,4.9628569,,Point,,node/9818214033,,,charging_station,,,,,yes,,,24/7,Fastned,,,2,150 kW,,,,,50474,,Fastned Scheiwijk,Q19935749,,yes,1,50 kW,Fastned,Q19935749,yes,,,https://fastnedcharging.com/nl/locaties,2022-06-07,,,yes,yes,,,,,,,,,,,,,,,,,https://fastnedcharging.com/nl/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.4038354,5.5380249,,Point,,node/9818214653,,,charging_station,,,,,yes,,,24/7,Fastned,,,4,300 kW,,,,,50462,,Fastned Meelakkers,Q19935749,,yes,2,50 kW,Fastned,Q19935749,yes,,,,,,,yes,yes,,,,,,,,,,,,,,,,,https://fastnedcharging.com/nl,,,,,,,,,,,,,https://nl.chargemap.com/in-aanbouw-fastned-meelakkers.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.1843143,4.9878215,,Point,,node/9820772695,yes,,charging_station,,,10,,yes,,,24/7,Fastned,,,2,150 kW,,,,,50552,,Fastned Ruwiel,Q19935749,,,1,50 kW,Fastned,Q19935749,yes,,,https://fastnedcharging.com/nl/locaties,2022-06-07,,,yes,yes,NLFASE3111201,,,,,,,,,,,,,,,,https://fastnedcharging.com/nl/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fastcharge Station Fastned Ruwiel Breukelen,,,,,,,,,,,,,,,,,,
52.6258937,5.6667155,,Point,,node/9820800976,,Rijksweg A6,charging_station,,,,,yes,,,24/7,Fastned,,,2,150 kW,Nagele,3,8308TA,,50469,,Fastned De Abt,Q19935749,,,1,50 kW,Fastned,Q19935749,yes,,,https://fastnedcharging.com/nl/locaties,2022-06-07,,,yes,yes,,,,,,exacte locatie onduidelijk,,,,,,,,,,,https://fastnedcharging.com/nl/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.3252575,5.5922416,,Point,,node/9820819525,,,charging_station,,,,,yes,,,24/7,Fastned,,,6,300 kW,,,,,50684,,Fastned Groote Bleek,Q19935749,,yes,2,50 kW,Fastned,Q19935749,yes,,,https://fastnedcharging.com/nl/locaties,2022-06-07,,,yes,yes,,,,,,,,,,,,,,,,,https://fastnedcharging.com/nl/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.6245152,6.2080613,,Point,,node/9823318711,,Rijksweg A28,charging_station,,,4,,yes,,,24/7,Fastned,,,4,300 kW,Staphorst,,7951SZ,,50645,,Fastned Dekkersland,Q19935749,,yes,2,50 kW,Fastned,Q19935749,yes,,,https://fastnedcharging.com/nl/locaties,2022-06-07,,,yes,yes,,,,,,,,,,,,,,,,,https://fastnedcharging.com/nl/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.0208688,5.754843,,Point,,node/9823329201,,Buunderkamp,charging_station,,,8,,yes,,,24/7,Fastned,,,8,300 kW,Ede,100,6874NC,,50601,,Fastned De Buunderkamp,Q19935749,,yes,2,50 kW,Fastned,Q19935749,yes,,,https://fastnedcharging.com/nl/locaties,2022-06-07,,,yes,yes,,,,,,,,,,,,,,,,,https://fastnedcharging.com/nl/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.6029245,4.8409779,,Point,,node/9823415422,,,charging_station,,,8,,yes,,,24/7,Fastned,,,4;4,300 kW;400 kW,,,,,50563,,Fastned Galgeveld,Q19935749,,yes,1,50 kW,Fastned,Q19935749,yes,,,,,,,yes,yes,,,,,,,,,,,,,,,,,https://fastnedcharging.com/nl,,,,,,,,,,,,,https://nl.chargemap.com/gepland-fastned-galgenveld.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.834999,4.6168262,,Point,,node/9823423133,,,charging_station,,,,,yes,,,24/7,Fastned,,,4,300 kW,,,,,50396,,Fastned Sandelingen-West,Q19935749,,yes,2,50 kW,Fastned,Q19935749,yes,,,https://fastnedcharging.com/nl/locaties,2022-06-07,,,yes,yes,,,,,,,,,,,,,,,,,https://fastnedcharging.com/nl/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.5354097,5.4787628,,Point,,node/9823451331,,,charging_station,,,,,yes,,,24/7,Fastned,,,6,300 kW,,,,,50477,,Fastned Sonse Heide,Q19935749,,yes,1,50 kW,Fastned,Q19935749,yes,,,,,,,yes,yes,,,,,,,,,,,,,,,,,https://fastnedcharging.com/nl,,,,,,,,,,,,,https://nl.chargemap.com/gepland-fastned-sonse-heide.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.6608972,5.6892953,,Point,,node/9823451391,,Rijksweg A6,charging_station,,,,,yes,,,24/7,Fastned,,,4,300 kW,Nagele,4,8308TA,,50464,,Fastned Han Stijkel,Q19935749,,,2,50 kW,Fastned,Q19935749,yes,,,https://fastnedcharging.com/nl/locaties,2022-06-07,,,yes,yes,,,,,,,,,,,,,,,,,https://fastnedcharging.com/nl/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.3317384,5.591066,,Point,,node/9823499867,,,charging_station,,,4,,yes,,,24/7,Fastned,,,4,300 kW,,,,,50604,,Fastned Drielander,Q19935749,,yes,2,50 kW,Fastned,Q19935749,yes,,,https://fastnedcharging.com/nl/locaties,2022-06-07,,,yes,yes,,,,,,,,,,,,yes,,,,,https://fastnedcharging.com/nl/,,,,,,,,,,,,,,,2023-10-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.4917375,5.3504811,,Point,,node/9823502861,,,charging_station,,,,,yes,,,24/7,Fastned,,,4,300 kW,,,,,50598,,Fastned Kloosters,Q19935749,,yes,2,50 kW,Fastned,Q19935749,yes,,,,,,,yes,yes,,,,,,,,,,,,,,,,,https://fastnedcharging.com/nl,,,,,,,,,,,,,https://nl.chargemap.com/fastned-kloosters-a-oirschot.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.0291178,4.7112726,,Point,,node/9838494952,yes,,charging_station,,,2,,yes,,,24/7,ENGIE SGZH 2.0,,,,,,,,,,,,,,,,,,,yes,,2,,,,,,,,,,,,,,,400,yes,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.7766888,5.2580365,,Point,,node/9919207944,,Rijksweg A2,charging_station,,,2,,yes,,,,Shell Recharge Solutions,,,2,175 kW,Bruchem,2b,5314LJ,,,,Shell Recharge,Q105883058,,yes,2,50 kW,Shell Recharge,Q105883058,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.7764967,5.2598736,,Point,,node/9919207945,,,charging_station,,,1,,,,,,Allego,,,2,50 kW,,,,,,,,Q75560554,,yes,1,50 kW,,,,,1,,,,,,,,,,22 kW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.7752465,5.2601981,,Point,,node/9919207946,,Rijksweg A2,charging_station,,,2,,yes,,,,Shell Recharge Solutions,,,2,175 kW,Bruchem,2a,5314LJ,,,,Shell Recharge,Q105883058,,yes,2,50 kW,Shell Recharge,Q105883058,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.0756626,4.9011625,,Point,,node/9921073985,yes,,charging_station,,,4,,yes,,,,Allego,,,4,,,,,,,,D!vers Woerden,Q75560554,,,,,,,yes,,,,,,,,yes,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.5180322,5.9799953,,Point,,node/9967510600,,,charging_station,,,2,,,,,,Ecotap,,,2,60 kW,,,,,,,,Q123249354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.1701558,6.0248824,,Point,,node/9969622305,yes,,charging_station,no,,2,,yes,,,24/7,,no,,1,50 kW,,,,,,https://www.allego.eu/,,,,,1,50 kW,,Q75560554,yes,24560e73-93cf-4462-8740-dfd6737a7580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Allego,,,,,,,,1,43 kW,,,,,,,,0800 3745337,,,,,,,,,,,,,,,,,
51.3190168,5.9095988,,Point,,node/9981482929,,,charging_station,,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.2682971,5.5329706,,Point,,node/10016776582,,,charging_station,no,,1,,,,,24/7,Allego,,,1,,,,,,,,,Q75560554,,,1,,,,yes,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.2400816,5.4824754,,Point,,node/10019325919,,,charging_station,no,,2,,,,,24/7,Vattenfall,,,1,50 kW,,,,,,,Vattenfall InCharge,,,,1,50 kW,,,yes,,1,,,,,,,,,,43 kW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.4802703,4.6657483,,Point,,node/10056909345,,,charging_station,,,,,yes,,,24/7,Vattenfall,,,1,50,,,,,,,Vattenfall Charging Station,,,,1,50,,,yes,,,,,,,,yes,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,43,,,,,,,,,,,,,,,,,,,,,,,,,
52.1690306,5.5649601,,Point,,node/10085885121,,,charging_station,no,,,,,,,24/7,Vattenfall,,,1,,,,,,,,,,,,1,,,,yes,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.2106083,6.0191509,,Point,,node/10106041521,,,charging_station,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,11 kW,,,,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.2104375,6.0185077,,Point,,node/10106041583,,,charging_station,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,11 kW,,,,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.4873619,5.0330123,,Point,,node/10107613357,yes,,charging_station,no,,2,,yes,,,24/7,Allego,no,,2,150 kW,,,,,,https://www.allego.eu/,,Q75560554,yes,,,,,Q75560554,yes,a54616cc-1204-423f-b31e-fff1832e3f24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+31 88 033 3033,yes,yes,,,unlimited,,,,,Allego,no,,,,,,,,,,,,,,,,,20488eb0-f327-46a4-906f-15896cebbecf,3eb014d1-50f9-495a-911c-5da3f3ceb41b,b86b2c16-41b3-4a38-b831-7141549b85e2,,,,,,,,,,,,,,
51.7286997,5.4756794,,Point,,node/10120524078,,Bosschebaan,charging_station,,,4,,,,,,Shell Recharge Solutions,,,4,175 kW,Heesch,116,5384VZ,,,,Shell Recharge,Q105883058,,yes,4,70 kW,Shell Recharge,Q105883058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,De Lucht,,,,,,,,,,,,,
51.2440864,5.695971,,Point,,node/10269134959,,,charging_station,,,2,,,,,,,,,1,50 kW,,,,,,,,,,,1,50 kW,,,,,1,,,,,,,,,,22 kW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.7464917,5.5991329,,Point,,node/10604289361,,,charging_station,,,8,,yes,,,24/7,Fastned,,,4,300 kW,,,,,50598,,Fastned Ganzenven,Q19935749,,yes,2,50 kW,Fastned,Q19935749,yes,,,,,,,yes,yes,,,,,,,,,,,,,,,,,https://fastnedcharging.com/nl,,,,,,,,,,,,,https://nl.chargemap.com/fastned-hpc-ganzeveen-a50-noord.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.7456579,5.6026345,,Point,,node/10604289362,,,charging_station,,,,,yes,,,24/7,Fastned,,,4,300 kW,,,,,50598,,Fastned De Gagel,Q19935749,,yes,2,50 kW,Fastned,Q19935749,yes,,,,,,,yes,yes,,,,,,,,,,,,,,,,,https://fastnedcharging.com/nl,,,,,,,,,,,,,https://nl.chargemap.com/fastned-hpc-de-gagel-a50-zuid-schaijk.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.491921,5.3638722,,Point,,node/10678504471,,,charging_station,,,8,,yes,,,24/7,Fastned,,,8,300 kW,,,,,,,Fastned Kriekampen,Q19935749,,yes,2,50 kW,Fastned,Q19935749,yes,,,,,,,yes,yes,,,,,,,,,,,,,,,,,https://fastnedcharging.com/nl,,,,,,,,,,,,,https://nl.chargemap.com/kriekampen.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.6415673,4.481408,,Point,,node/10692624800,,Rijksweg A59,charging_station,,,,,yes,,,24/7,Fastned,,,4,300 kW,Fijnaart,1,4793RZ,,,,Fastned De Fendert,Q19935749,,yes,2,50 kW,Fastned,Q19935749,yes,,,,,,,yes,yes,,,,,,,,,,,,,,,,,https://fastnedcharging.com/nl,,,,,,,,,,,,,https://nl.chargemap.com/gepland-fastned-de-fendert.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.254718,5.7687298,,Point,,node/10692980830,,,charging_station,,,4,,yes,,,24/7,Fastned,,,4,300 kW,,,,,,,Fastned Meiberg,Q19935749,,yes,2,50 kW,Fastned,Q19935749,yes,,,,,,,yes,yes,,,,,,,,,,,,yes,,,,,https://fastnedcharging.com/nl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HyperCharger,,,,,,,,,,,,
51.3764493,5.9853953,,Point,,node/10694537903,,,charging_station,,,10,,yes,,,24/7,Fastned,,,6,300 kW,,,,,,,Fastned Midden Peelweg,Q19935749,,,2,50 kW,Fastned,Q19935749,yes,,,,,,,yes,yes,,,,,,,,,,,,,,,,,https://fastnedcharging.com/nl,,,,,,,,,,,,,https://nl.chargemap.com/fastned-a67-middenpeelweg-6-maasbree.html,,,,,,,,"Juiste locatie, wegen en roof plaatsen als Sat foto's beschikbaar zijn",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.1137046,5.867951,,Point,,node/10694598377,,,charging_station,,,8,,yes,,,24/7,Fastned,,,8,300 kW,,,,,,,Fastned Bosserhof,Q19935749,,yes,2,50 kW,Fastned,Q19935749,yes,,,,,,,yes,yes,,,,,,,,,,,,,,,,,https://fastnedcharging.com/nl,,,,,,,,,,,,,https://nl.chargemap.com/fastned-bosserhof-a2-echt.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.0574462,5.8250619,,Point,,node/10705167706,,,charging_station,,,,,yes,,,24/7,Fastned,,,8,300 kW,,,,,50462,,Fastned Het Anker,Q19935749,,yes,2,50 kW,Fastned,Q19935749,yes,,,,,,,yes,yes,,,,,,,,,,,,,,,,,https://fastnedcharging.com/nl,,,,,,,,,,,,,https://nl.chargemap.com/fastned-het-anker-a2-born.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
